,RFxName,RFx_Received_Date__c,RFx_Type__c,Industry_x__c,Opportunity__c,AccountName,Division__c,USD_Price__c,StageName,Industry__c,Account_Country__c,Type,Name
578,RFI_Evonik_CM4Procurement,2020-08-07 00:00:00.0000000,RFI (Request for Information),,0063z000015ZTW8AAO,Evonik - CM4Procurement,Enterprise Content Services,,2. Gain Access,Chemicals,DE,Existing Customer - New Functionality,Sales
579,Genesys Telecommunications Laboratories - Electronic Document Management System,2021-01-21 00:00:00.0000000,RFP (Request for Proposal),Computer Software,0063z000016aJ8bAAE,Genesys Telecommunications HR Doc Mgt RFP,Enterprise Content Services,,Dropped,Professional Services,US,New Customer,Cloud
580,Network Rail - Mobile Infrastructure Monitoring - PIN,2021-03-03 00:00:00.0000000,RFI (Request for Information),Public Sector,0063z000017dYhUAAU,NR - Asset Tracking and mobile IM,Enterprise Content Services,,2. Gain Access,Transportation & Distribution,GB,Existing Customer - New Functionality,Sales
581,Canada Revenue Agency - RFI,2021-01-04 00:00:00.0000000,RFI (Request for Information),Public Sector,0063z000016ZYyGAAW,CRA - RFI QFiniti  Enhanced Call Analytics,CEM Sales,,2. Gain Access,Government - Federal,CA,Existing Customer - New Functionality,Sales
582,Financial Ombudsman - Archiving Solution - Insight - ITT,2020-11-25 00:00:00.0000000,RFP (Request for Proposal),Public Sector,0063z000016YChKAAW,Financial Ombudsman - Archiving Solution - Insight - RF,Indirect Sales,,Lost,"Religious, Grantmaking & Civic Organizations",GB,New Customer,Sales
583,Employment & Social Development Canada (ESDC) - Legal Enforcement,2020-10-05 00:00:00.0000000,RFI (Request for Information),Public Sector,0063z000016A5phAAC,CAN (GoC) ESDC - Case Management RFP,Professional Services,,B. Gain Access,Professional Services,CA,,Global Services
584,WizzAir-HU-SAP-xECM4SF-SAP_ROYALTY_OT_CLOUD -,2020-07-30 00:00:00.0000000,RFP (Request for Proposal),Aerospace & Defense,0063z000015Z4LYAA0,WizzAir-HU-SAP-xECM4SF-SAP_ROYALTY_OT_CLOUD,Enterprise Content Services,,Dropped,Transportation & Distribution,HU,SAP driven by SAP,Cloud
585,"Mars - MS, SWIFT, MFTaaS",2020-07-31 00:00:00.0000000,RFP (Request for Proposal),,0063z000015Z3drAAC,Mars RFP response,Business Network,,4. Develop Solution,Consumer Goods,US,Existing Customer - New Functionality,Cloud
586,ITT Motion - MS,2020-09-03 00:00:00.0000000,RFP (Request for Proposal),Automotive,0063z0000168K2FAAU,PC - ITT MS RFP,Business Network,,1. Identify Prospect,Automotive,IT,Existing Customer - More Capacity,Cloud
587,USAA - F2M,2021-02-18 00:00:00.0000000,RFP (Request for Proposal),Automotive,0063z000016B71NAAS,USAA - F2M - AT&T,Business Network,,2. Gain Access,Automotive,US,Existing Customer - New Functionality,Cloud
588,Hydro Quebec - Managing Legal Files,2020-08-24 00:00:00.0000000,RFP (Request for Proposal),Energy,0063z000015aOTeAAM,HQ - Batch Scanning,Enterprise Content Services,,Dropped,Utilities,CA,Existing Customer - New Functionality,Sales
589,MSC - AO AIC,2020-12-10 00:00:00.0000000,RFI (Request for Information),,0063z000016Yc4sAAC,MSC Order Mang,Business Network,,Dropped,Wholesale,US,New Customer,Cloud
590,Texas Medical Board - Document Capture Services,2020-08-12 00:00:00.0000000,RFP (Request for Proposal),Public Sector,0063z000015ZkfzAAC,ASO-WST-Texas Medical Board-DCS,Professional Services,,Dropped,Government - State/Provincial,US,,Global Services
591,Tmobile CZ xECM for SuccessFactors RFP,2020-10-05 00:00:00.0000000,RFP (Request for Proposal),Telecommunications,0063z000015ZgORAA0,Tmobile - CZ - xECM for SF - SAP,Enterprise Content Services,,Dropped,Telecommunications,CZ,Existing Customer - New Functionality,Cloud
592,Xcel Energy - eDiscovery,2020-09-23 00:00:00.0000000,RFI (Request for Information),Energy,0063z0000137b0JAAQ,Xcel Energy Inc.- RFI - AXC/INS Document Review MSA,LegalTech Sales,,4. Develop Solution,Utilities,US,New Customer,Cloud
593,Rolls Royce e-Discovery RFP,2021-02-10 00:00:00.0000000,RFP (Request for Proposal),Legal,0063z000014VllsAAC,Rolls Royce PLC - AXC eDiscolsure Panel Vendor,LegalTech Sales,,5. Propose Solution,Repair & Maintenance,GB,New Customer,Cloud
594,NFU Mutual - Notifications,2020-07-08 00:00:00.0000000,RFP (Request for Proposal),,0063z000014XzvWAAS,NFU Mutual - VoC,CEM Sales,,3. Establish Needs,Insurance,GB,Existing Customer - New Functionality,Cloud
595,S.C. Johnson & Son Inc. - Workflow and DAM solutions,2021-02-24 00:00:00.0000000,RFP (Request for Proposal),Consumer Packaged Goods,0063z000016ZzjWAAS,SC Johnson - OTMM & AppWorks,CEM Sales,,4. Develop Solution,Consumer Goods,US,New Customer,Cloud
596,DAM RFI,2021-01-22 00:00:00.0000000,RFI (Request for Information),Media & Entertainment,0063z000016aLViAAM,Radio France - DAM - TJA,CEM Sales,,Dropped,Media & Entertainment,FR,New Customer,Sales
597,Kenai Peninsula Borough - Cybersecurity Assessment,2021-03-29 00:00:00.0000000,RFP (Request for Proposal),Public Sector,0063z000017evxxAAA,Kenai Peninsula Borough-,Professional Services,,A. Identify Process,Government - Federal,US,,Global Services
598,Alstom EDI right sizing,2020-09-22 00:00:00.0000000,RFP (Request for Proposal),,0063z0000169YIIAA2,Alstom - EDI Win Back,Business Network,,Won and Closed,Transportation & Distribution,FR,Existing Customer - More Capacity,Won and Closed
599,UK Power Networks Scanning RFP,2021-01-20 00:00:00.0000000,RFP (Request for Proposal),Energy,0063z000016aJ3WAAU,UK Power Networks - SRC Scanning,Enterprise Content Services,,2. Gain Access,Utilities,GB,Existing Customer - New Functionality,Cloud
600,Meggitt MS AO,2021-02-09 00:00:00.0000000,RFI (Request for Information),,0063z000017cLybAAE,Meggitt - Managed Services + Active Orders,Business Network,,2. Gain Access,Administrative & Support Services,GB,New Customer,Cloud
601,United Services Automobile Association (USAA) - Content Services Solution,2020-11-06 00:00:00.0000000,RFP (Request for Proposal),Insurance,0063z000016BxCDAA0,USAA - Cloud RFP,Enterprise Content Services,,Dropped,Banking,US,Existing Customer - New Functionality,Cloud
602,Allianz_Invoice Automation,2020-09-09 00:00:00.0000000,RFP (Request for Proposal),Professional Services,0063z000016910IAAQ,Allianz_Invoice Automation,Enterprise Content Services,,Dropped,Professional Services,DE,Existing Customer - New Functionality,Sales
603,Enbridge - BizManager,2021-03-16 00:00:00.0000000,RFP (Request for Proposal),,0063z000016ZzgIAAS,Enbridge-BizLink Software,Business Network,,2. Gain Access,Oil & Gas,US,Existing Customer - New Functionality,Cloud
604,Vorwerk Core Signature,2020-09-03 00:00:00.0000000,RFI (Request for Information),Manufacturing,0063z0000168JyJAAU,Vorwerk Core Signature,Enterprise Content Services,,Dropped,Consumer Goods,DE,New Customer,Cloud
605,MBDA - Archiving RFI,2021-03-11 00:00:00.0000000,RFI (Request for Information),Aerospace & Defense,0063z000017e4b2AAA,MBDA - InfoArchive,Enterprise Content Services,,1. Identify Prospect,Repair & Maintenance,GB,Existing Customer - New Functionality,Sales
